agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,2026-01-12T00:00:00.000Z,2.0,1,,2008-09-12T00:00:00.000Z,True,,,,V16,False,4.0,,,2.0,False,60.0,1,1965-01-01T00:00:00.000Z,2007-07-24T00:00:00.000Z,70875.58,9222.05,0.0,False,1,False,142000,10000,2008,True,71876.0,1,70875.58,128842.0,4,N,10223.0,1,9222.05,0.0,0.0,,668.0,,0.0,False,Hurricane Ike,30000.0,0.0,485470,,,,,1,155231.0,0.0,A,False,14.0,,,False,TX,Currently Unavailable,77650,48167,48167723900,481677239003,29.4,-94.8,4ae4e90e-d6e5-44c3-8b77-09aea5408e13
False,2026-01-12T00:00:00.000Z,,1,,2017-08-27T00:00:00.000Z,False,1,,,X,False,3.0,,,1.0,False,,1,1982-01-01T00:00:00.000Z,2014-03-21T00:00:00.000Z,5000.0,0.0,0.0,False,7,False,125000,50000,2017,False,6000.0,F,5000.0,100000.0,4,N,,F,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,481485,481485,FORT BEND COUNTY L.I.D. #2,99,,1,100000.0,,A,False,1.0,X,1.0,True,TX,Currently Unavailable,77478,48157,48157671601,481576716014,29.6,-95.6,1d64a17f-e908-4016-9936-c6ff3b115867
False,2026-01-12T00:00:00.000Z,,1,,1981-06-15T00:00:00.000Z,False,,,,,False,,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1980-06-24T00:00:00.000Z,370.0,0.0,0.0,False,1,False,27000,0,1981,False,570.0,,370.0,60000.0,1,N,,,0.0,,0.0,,54.0,,0.0,False,Flooding,,0.0,200019,,,,,1,0.0,,A,False,1.0,,,False,KS,Currently Unavailable,67530,20009,20009971700,200099717003,38.4,-98.8,d68d4338-61e8-4dc9-9c2b-490e4a7ee238
False,2026-01-12T00:00:00.000Z,,1,,2008-09-13T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,2,1973-01-01T00:00:00.000Z,2006-05-11T00:00:00.000Z,4875.0,0.0,0.0,False,7,False,75000,30000,2008,False,5375.0,1,4875.0,67232.0,2,N,,1,0.0,,0.0,,668.0,,0.0,False,Hurricane Ike,30000.0,0.0,480287,,,20,,1,84041.0,,A,False,6.0,,1.0,False,TX,Currently Unavailable,77037,48201,48201222401,482012224012,29.9,-95.4,75dcdbbf-e3f4-4ea7-a8e5-42fcdc96aeb7
False,2026-01-12T00:00:00.000Z,,1,,1982-09-14T00:00:00.000Z,False,1,,,A,False,2.0,,,2.0,False,10.0,4,1942-07-01T00:00:00.000Z,1982-08-01T00:00:00.000Z,,,,False,3,False,0,22100,1982,False,,,0.0,,1,N,,0,0.0,,0.0,,,,0.0,False,,,0.0,510177,,,01,,1,,,,False,0.0,,,False,VA,Currently Unavailable,24279,51195,51195930700,511959307001,37.1,-82.6,56e33b1a-d6ac-4988-8c96-74466abaa53d
False,2026-01-12T00:00:00.000Z,,1,,1983-08-18T00:00:00.000Z,False,,,,V12,False,4.0,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1983-06-14T00:00:00.000Z,4775.2,1650.0,0.0,False,1,False,35000,14000,1983,False,5276.0,0,4775.2,50000.0,4,N,2150.0,0,1650.0,20000.0,0.0,,501.0,,0.0,False,Hurricane Alicia,,0.0,481266,,,,,1,0.0,0.0,A,False,1.0,,,False,TX,Currently Unavailable,77541,48039,48039664300,480396643002,29.0,-95.4,ce5309e7-2ad1-4bb8-b271-ef423457b86e
False,2026-01-12T00:00:00.000Z,,1,7.0,2012-10-30T00:00:00.000Z,False,,,,C,False,4.0,,,2.0,False,,1,1992-01-01T00:00:00.000Z,1995-11-30T00:00:00.000Z,34933.11,19206.88,0.0,True,R,False,250000,100000,2012,True,30337.0,F,34933.11,233596.0,1,N,20207.0,F,19206.88,0.0,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,340303,340303,"KEANSBURG, BOROUGH OF",,,1,291995.0,0.0,R,False,7.0,AE,,False,NJ,Currently Unavailable,07734,34025,34025801700,340258017003,40.4,-74.1,33e7e663-c06d-4aa0-9c32-faec151e64cf
False,2026-01-12T00:00:00.000Z,,1,,2008-09-13T00:00:00.000Z,True,,6.0,12.0,A14,False,4.0,7.3,17.7,2.0,False,10.0,1,1995-01-01T00:00:00.000Z,1997-10-22T00:00:00.000Z,2429.25,255.0,0.0,True,1,False,194800,92600,2008,True,2930.0,F,2429.25,171492.0,1,N,755.0,F,255.0,0.0,0.0,,668.0,,0.0,False,Hurricane Ike,30000.0,0.0,485486,485486,"LA MARQUE, CITY OF",,,1,194877.0,0.0,R,False,,A14,1.0,False,TX,Currently Unavailable,77568,48167,48167723800,481677238001,29.3,-94.9,eac519b6-193a-4ed0-b59f-19d2655d12f1
False,2026-01-12T00:00:00.000Z,,1,,2019-02-07T00:00:00.000Z,True,2,,,AE,False,6.0,,,5.0,False,10.0,1,1965-01-02T00:00:00.000Z,2018-08-09T00:00:00.000Z,,,,False,1,False,30000,50000,2019,True,1523.0,5,0.0,40674.0,2,N,,5,0.0,,0.0,,,,0.0,False,,30000.0,0.0,060714,060714,"CLEARLAKE, CITY OF",20,01,1,59815.0,,A,False,0.0,AE,1.0,False,CA,Currently Unavailable,95422,06033,06033000801,060330008012,38.9,-122.6,b28bd8e4-abe5-4ecc-a62f-3df197a99af4
False,2026-01-12T00:00:00.000Z,2.0,1,,1996-01-19T00:00:00.000Z,False,2,,,AE,False,,,,2.0,False,10.0,1,1973-07-01T00:00:00.000Z,1995-08-29T00:00:00.000Z,515.72,0.0,0.0,False,1,False,71300,0,1996,False,1265.0,9,515.72,104000.0,4,N,,0,0.0,,0.0,,588.0,,0.0,False,Flooding,,0.0,420911,,,,,1,0.0,,A,False,0.0,,,False,PA,Currently Unavailable,18615,42131,42131400500,421314005001,41.5,-75.9,f96a4585-5248-488d-b748-6b8247560112
False,2026-01-12T00:00:00.000Z,,1,,1982-04-25T00:00:00.000Z,False,,,,A05,False,4.0,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1979-08-15T00:00:00.000Z,3543.23,760.0,0.0,False,1,False,25000,10000,1982,False,3957.0,0,3543.23,56700.0,4,N,1060.0,0,760.0,10000.0,0.0,,69.0,,0.0,False,Flooding,,0.0,225203,,,,,1,0.0,0.0,A,False,1.0,,,False,LA,Currently Unavailable,70115,22071,22071010000,220710100004,29.9,-90.1,b8785f1f-f49c-41de-a58d-bc01ea989b17
False,2026-01-12T00:00:00.000Z,4.0,1,,1978-02-06T00:00:00.000Z,False,,,,A03,False,,,,4.0,False,,1,1492-10-12T00:00:00.000Z,1977-11-22T00:00:00.000Z,3781.0,0.0,0.0,False,,False,10000,0,1978,False,4181.0,,3781.0,24400.0,1,,,,0.0,,,,2.0,,0.0,False,Flooding,,0.0,250273,,,,,1,0.0,,A,False,3.0,,,False,MA,Currently Unavailable,02339,25023,,,42.1,-70.9,c0b8a106-83b2-46e0-a70c-28cb71f2d4b0
False,2026-01-12T00:00:00.000Z,2.0,1,,2005-04-03T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,,1,1960-01-01T00:00:00.000Z,2004-10-14T00:00:00.000Z,60821.72,1000.0,0.0,False,1,False,195000,1000,2005,False,61822.0,1,60821.72,158384.0,0,N,7073.0,0,1000.0,0.0,0.0,,,,0.0,False,,30000.0,0.0,345327,,,,,1,197980.0,0.0,A,False,0.0,,,False,NJ,Currently Unavailable,07470,34031,34031246300,340312463003,40.9,-74.3,5ef27c4d-c43a-4a4d-8fae-02885d2b5bdc
False,2026-01-12T00:00:00.000Z,0.0,1,,2023-01-09T00:00:00.000Z,False,,,,AE,False,4.0,,,3.0,False,,11,1960-07-01T00:00:00.000Z,2003-04-16T00:00:00.000Z,4085.79,0.0,0.0,False,RatingEngine,False,250000,63000,2023,True,6086.0,2,4085.79,241943.0,4,N,,2,0.0,,,,,,,False,California Atmospheric River,30000.0,0.0,065066,065066,TULARE COUNTY*,20,,1,292632.0,,A,False,1.0,AE,1.0,False,CA,Currently Unavailable,93271,06107,06107000100,061070001005,36.5,-118.9,d30849ef-6366-4f4a-9338-b46a4e08e0b2
False,2026-01-12T00:00:00.000Z,1.0,1,,1979-02-26T00:00:00.000Z,False,,,,,False,,,,2.0,False,,1,1492-10-12T00:00:00.000Z,1978-04-07T00:00:00.000Z,,,,False,,False,2800,5000,1979,False,,,0.0,,1,,,,0.0,,,,13.0,,0.0,False,Not a named storm,,0.0,390566,,,19,19,1,,,,False,0.0,,,False,WV,Currently Unavailable,26187,54107,54107010200,541070102003,39.4,-81.5,4e472045-5b14-446e-9879-37209df5f147
False,2026-01-12T00:00:00.000Z,2.0,1,,2010-03-13T00:00:00.000Z,False,,,,AE,False,2.0,,,3.0,False,,1,1940-01-01T00:00:00.000Z,1998-01-20T00:00:00.000Z,1120.09,0.0,0.0,False,1,False,106900,4500,2010,True,3120.0,5,1120.09,139387.0,4,N,,2,0.0,,,,250.0,,0.0,False,March 2010 Nor'easter,30000.0,0.0,250088,250088,"LYNN, CITY OF",20,,0,169985.0,,A,False,1.0,AE,1.0,False,MA,Currently Unavailable,01905,25009,25009205800,250092058003,42.5,-71.0,2fcedc8d-9085-4c35-8564-765ab0f04290
False,2026-01-12T00:00:00.000Z,2.0,1,,1979-01-25T00:00:00.000Z,False,,,,,False,,,,3.0,False,,1,1492-10-12T00:00:00.000Z,1978-03-01T00:00:00.000Z,0.0,650.85,0.0,False,,False,0,7000,1979,False,,,0.0,,4,,851.0,,650.85,20000.0,,,12.0,,0.0,False,Not a named storm,,0.0,360931,,,,,1,,0.0,A,False,-1.0,,,False,NY,Currently Unavailable,10580,36119,36119007600,361190076005,41.0,-73.7,8c163561-1ceb-4e09-8104-ce5b91e715ac
False,2026-01-12T00:00:00.000Z,,1,,1998-10-18T00:00:00.000Z,False,,,,A,False,,,,3.0,False,10.0,1,1974-12-31T00:00:00.000Z,1988-08-22T00:00:00.000Z,55942.57,8115.85,0.0,False,1,False,56400,11600,1998,False,56942.0,1,55942.57,60220.0,4,N,9115.0,1,8115.85,0.0,0.0,,621.0,,0.0,False,Flooding,15000.0,0.0,480287,,,,,1,60400.0,0.0,A,False,0.0,,,False,TX,Currently Unavailable,77429,48201,48201554302,482015543022,30.0,-95.6,e02ca784-bf70-47b8-b6c7-bd2cc660ee78
False,2026-01-12T00:00:00.000Z,,1,9.0,2016-03-10T00:00:00.000Z,True,,,,X,False,3.0,,,1.0,False,15.0,1,2010-01-05T00:00:00.000Z,2015-07-16T00:00:00.000Z,879.59,0.0,0.0,True,7,False,100000,40000,2016,True,1879.0,1,879.59,120976.0,2,N,,1,0.0,,0.0,,675.0,,0.0,False,Late winter severe storms,30000.0,0.0,220206,220206,TANGIPAHOA PARISH*,20,,1,151220.0,,A,False,14.0,X,1.0,False,LA,Currently Unavailable,70454,22105,22105954600,221059546004,30.5,-90.4,7a60e145-fe29-4721-b4ad-32a1bdf74d6a
False,2026-01-12T00:00:00.000Z,2.0,1,,2011-08-27T00:00:00.000Z,False,1,,,A06,False,2.0,,,2.0,False,,2,1945-01-01T00:00:00.000Z,2005-05-27T00:00:00.000Z,3207.17,0.0,0.0,False,1,False,250000,15000,2011,True,5208.0,2,3207.17,163797.0,4,N,1480.0,2,0.0,0.0,0.0,,282.0,,0.0,False,Hurricane Irene,30000.0,0.0,345305,,,01,,1,248177.0,0.0,A,False,0.0,,,False,NJ,Currently Unavailable,08846,34023,34023000200,340230002004,40.6,-74.5,06c6d85d-ea61-487e-ae57-4e8b753318fe
False,2026-01-12T00:00:00.000Z,,1,,1980-04-13T00:00:00.000Z,False,,1.0,-3.0,A02,False,4.0,,-2.0,3.0,False,10.0,3,1492-10-12T00:00:00.000Z,1979-08-03T00:00:00.000Z,43.38,0.0,0.0,False,1,False,77000,6000,1980,False,244.0,,43.38,129900.0,1,N,,,0.0,,0.0,,33.0,,0.0,False,Flooding,,0.0,225203,,,97,,1,0.0,,A,False,1.0,,,False,LA,Currently Unavailable,70114,22071,,,29.9,-90.0,c0a3ad52-0f75-4dfc-a878-3c8750a2cfc9
False,2026-01-12T00:00:00.000Z,2.0,1,,2003-11-19T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,,1,1952-01-01T00:00:00.000Z,2003-02-10T00:00:00.000Z,7341.04,0.0,0.0,False,1,False,59600,0,2003,True,8341.0,1,7341.04,75152.0,4,N,,0,0.0,,0.0,,,,0.0,False,,20000.0,0.0,540019,,,,,1,95130.0,,A,False,0.0,,,False,WV,Currently Unavailable,25541,54011,54011010800,540110108001,38.4,-82.1,c5d99899-8c6c-4855-8b64-a44c48475395
False,2026-01-12T00:00:00.000Z,,1,,1982-12-03T00:00:00.000Z,False,,,,A03,False,,,,3.0,False,10.0,1,1492-10-12T00:00:00.000Z,1982-06-06T00:00:00.000Z,3717.55,0.0,0.0,False,1,False,12000,0,1982,False,4219.0,0,3717.55,38500.0,1,N,,,0.0,,0.0,,380.0,,0.0,False,Not a named storm,,0.0,290211,,,,,1,0.0,,A,False,1.0,,,False,MO,Currently Unavailable,63369,29113,,,38.9,-90.8,302e2511-5de5-458c-a821-ce002432a741
False,2026-01-12T00:00:00.000Z,0.0,1,,2019-09-19T00:00:00.000Z,False,,,,B,False,4.0,,,1.0,False,,11,2017-11-01T00:00:00.000Z,2022-06-05T00:00:00.000Z,0.0,7755.48,0.0,True,RatingEngine,False,250000,100000,2019,True,,F,0.0,,2,N,,1,7755.48,,0.0,,379.0,,,False,Tropical Storm Imelda,30000.0,0.0,480510,480510,ORANGE COUNTY *,,20,1,,,A,False,,B,1.0,False,TX,Currently Unavailable,77630,48361,48361020700,483610207001,30.1,-93.8,35d6d105-1768-4287-9846-19b8d86b5d88
False,2026-01-12T00:00:00.000Z,,1,,1984-10-25T00:00:00.000Z,False,,,,C,False,4.0,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1984-05-28T00:00:00.000Z,5550.44,427.0,0.0,False,1,False,140800,55100,1984,False,6500.0,0,5550.44,153400.0,2,N,1400.0,0,427.0,60000.0,0.0,,523.0,,0.0,False,Flooding,,0.0,480287,,,,,1,0.0,0.0,A,False,0.0,,,False,TX,Currently Unavailable,77379,48201,48201554002,482015540022,30.0,-95.5,9d9ea6cb-3864-400f-8be3-a02d619aed8f
False,2026-01-12T00:00:00.000Z,,1,,1997-04-26T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,10.0,1,1984-04-01T00:00:00.000Z,1996-05-11T00:00:00.000Z,,,,True,7,False,200000,50000,1997,False,,0,0.0,,0,N,,0,0.0,,0.0,,,,0.0,False,,20000.0,0.0,480083,,,06,06,1,,,,False,0.0,,,False,TX,Currently Unavailable,77840,48041,48041001301,480410013012,30.6,-96.3,df928a71-6ba9-472a-9e8b-d48fe84029cb
False,2026-01-12T00:00:00.000Z,,1,,1991-10-30T00:00:00.000Z,False,,,,AE,False,,,,2.0,False,10.0,1,1950-01-01T00:00:00.000Z,1990-03-31T00:00:00.000Z,,,,False,1,False,203500,20300,1991,False,,1,0.0,,1,N,250.0,1,0.0,0.0,0.0,,930.0,,0.0,False,"The ""Halloween"" Storm",,0.0,345310,,,01,97,1,,0.0,A,False,0.0,,,False,NJ,Currently Unavailable,08226,34009,34009020102,340090201022,39.3,-74.6,49802e45-ebef-4b42-8a75-0fbe6d3e257a
False,2026-01-12T00:00:00.000Z,,1,,1980-01-09T00:00:00.000Z,False,,,,,False,2.0,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1978-06-04T00:00:00.000Z,,,,False,1,False,35000,5000,1980,False,,,0.0,,4,N,,,0.0,,0.0,,,,0.0,False,,,0.0,090002,,,01,01,1,,,,False,0.0,,,False,CT,Currently Unavailable,06604,09001,09001072100,090010721001,41.2,-73.2,c8d8183c-13ea-48c2-8205-86e00a4306b3
False,2026-01-12T00:00:00.000Z,4.0,1,,2015-06-15T00:00:00.000Z,False,,,,A,False,2.0,,,1.0,False,80.0,11,1974-01-01T00:00:00.000Z,2012-08-22T00:00:00.000Z,2161.77,0.0,0.0,False,RatingEngine,False,125000,50000,2015,True,3107.0,2,2161.77,76299.0,2,N,,1,0.0,,,,,,0.0,False,,30000.0,0.0,260651,260651,"BURLINGTON, TOWNSHIP OF",20,,1,151200.0,,R,False,0.0,A,1.0,False,MI,Currently Unavailable,49029,26025,26025002800,260250028003,42.1,-85.1,23e273ec-3657-4437-b275-f32c12849d70
False,2026-01-12T00:00:00.000Z,,1,,2022-09-28T00:00:00.000Z,True,,,,VE,False,5.0,,,3.0,False,10.0,16,1977-07-01T00:00:00.000Z,2011-08-15T00:00:00.000Z,0.0,0.0,0.0,False,RatingEngine,False,80000,51000,2022,False,0.0,2,0.0,158797.0,1,U,0.0,2,0.0,0.0,,FL0222,,,,False,Hurricane Ian,,0.0,120402,120402,"SANIBEL, CITY OF",20,20,1,172905.0,0.0,A,False,,VE,1.0,False,FL,Currently Unavailable,33957,12071,12071080202,120710802023,26.4,-82.0,8bb91cf2-4628-41c1-875a-c9f72a82a9e0
False,2026-01-12T00:00:00.000Z,,1,,1981-08-28T00:00:00.000Z,False,,,,,False,,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1980-12-08T00:00:00.000Z,,,,False,1,False,5500,0,1981,False,,,0.0,,4,N,,,0.0,,0.0,,,,0.0,False,,,0.0,360850,,,98,98,1,,,,False,0.0,,,False,NY,Currently Unavailable,14850,36109,36109000800,361090008002,42.4,-76.5,74789cd6-90a7-4584-b9a1-2363206bc403
False,2026-01-12T00:00:00.000Z,,1,,1980-09-27T00:00:00.000Z,False,1,,,A,False,3.0,,,3.0,False,10.0,4,1492-10-12T00:00:00.000Z,1980-06-23T00:00:00.000Z,0.0,8491.07,0.0,False,1,False,0,20000,1980,False,,,0.0,,4,N,8700.0,,8491.07,20000.0,0.0,,,,0.0,False,,,0.0,720000,,,,,1,,0.0,A,False,4.0,,,False,PR,Currently Unavailable,00664,,,,18.3,-66.6,e851bc1e-48a3-44f9-83c9-2f9136b1df18
False,2026-01-12T00:00:00.000Z,,1,,2004-09-05T00:00:00.000Z,False,,0.0,7.0,A05,False,4.0,4.6,6.6,2.0,False,,1,1965-05-05T00:00:00.000Z,2002-05-30T00:00:00.000Z,,,,False,1,False,250000,100000,2004,True,,1,0.0,,0,N,,1,0.0,,0.0,,641.0,,0.0,False,Hurricane Frances,30000.0,0.0,120229,,,08,08,1,,,A,False,0.0,,1.0,False,FL,Currently Unavailable,33405,12099,12099003600,120990036003,26.7,-80.0,d4b9a30f-9f07-4058-af1b-cb908eb80a1f
False,2026-01-12T00:00:00.000Z,,1,,2016-09-02T00:00:00.000Z,False,,,,A11,False,3.0,,,1.0,False,,4,1983-01-01T00:00:00.000Z,2010-06-16T00:00:00.000Z,11388.3,6200.0,0.0,False,1,False,14200,6200,2016,False,13388.0,2,11388.3,36451.0,2,N,10965.0,2,6200.0,0.0,0.0,,355.0,,0.0,False,Hurricane Hermine,30000.0,0.0,120063,,,,,1,71280.0,0.0,A,False,,,7.0,False,FL,Currently Unavailable,34448,12017,12017451700,120174517002,28.8,-82.6,d77978d7-eaf0-4077-9ebf-52e1949c5950
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,,1,1959-06-01T00:00:00.000Z,1996-02-03T00:00:00.000Z,12400.0,7500.0,0.0,False,1,False,75000,7900,2005,True,79165.0,1,12400.0,94656.0,4,N,19208.0,1,7500.0,0.0,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,0.0,225203,,,,,1,118320.0,0.0,A,False,5.0,,,False,LA,Currently Unavailable,70122,22071,22071013800,220710138003,30.0,-90.1,a35f4f15-2cf4-4a27-9df1-85d384c9d7d4
False,2026-01-12T00:00:00.000Z,,1,,2016-04-18T00:00:00.000Z,False,,1.0,65.0,AE,False,4.0,64.7,66.0,2.0,False,,1,1975-01-01T00:00:00.000Z,2011-11-16T00:00:00.000Z,,,,False,B,False,250000,100000,2016,True,682.0,F,0.0,181301.0,4,N,,F,0.0,,0.0,,677.0,,0.0,False,Spring severe storms,30000.0,0.0,480296,,,20,01,1,260929.0,,R,False,1.0,,1.0,False,TX,Currently Unavailable,77042,48201,48201431000,482014310002,29.8,-95.6,c1df1aad-52f8-404e-b6e0-f731e84676e4
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-26T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,11,1965-01-01T00:00:00.000Z,2022-07-31T00:00:00.000Z,53049.43,0.0,0.0,False,RatingEngine,False,165000,63000,2017,True,46831.0,2,53049.43,171086.0,4,N,,1,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480296,480296,"HOUSTON, CITY OF",20,,1,194544.0,,R,False,1.0,X,1.0,False,TX,Currently Unavailable,77089,48201,48201350300,482013503001,29.6,-95.2,1056485a-03d4-4967-bc99-f42692748a9a
False,2026-01-12T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,True,,2.0,14.0,AE,False,4.0,7.9,16.4,3.0,False,15.0,1,2001-07-17T00:00:00.000Z,2010-11-03T00:00:00.000Z,,,,True,1,False,250000,94000,2011,False,528.0,1,0.0,133867.0,4,N,,1,0.0,,0.0,,283.0,,0.0,False,Hurricane Irene,30000.0,0.0,361649,,,20,01,1,152121.0,,A,False,0.0,,1.0,False,NY,Currently Unavailable,11978,36103,36103190504,361031905041,40.8,-72.7,fff86222-b276-4973-97ff-79088fdc0b3a
False,2026-01-12T00:00:00.000Z,0.0,1,,2023-12-17T00:00:00.000Z,False,,-1.0,4.0,AE,False,4.0,2.6,2.9,2.0,False,,13,1970-06-01T00:00:00.000Z,2018-07-05T00:00:00.000Z,12162.13,0.0,0.0,False,RatingEngine,True,83000,11000,2023,False,13162.0,1,12162.13,710633.0,4,N,,1,0.0,,,,,,,False,December Nor'easter,30000.0,0.0,120314,120314,"SOUTH DAYTONA, CITY OF",97,,5,941158.0,,A,False,2.0,AE,10.0,True,FL,Currently Unavailable,32119,12127,12127082401,121270824012,29.2,-81.0,9e60bc88-4569-4bbe-b32f-e22a0da9bd78
False,2026-01-12T00:00:00.000Z,,1,,2012-06-24T00:00:00.000Z,False,1,,,AE,False,3.0,,,1.0,False,,1,1972-01-01T00:00:00.000Z,2004-08-18T00:00:00.000Z,25940.83,3272.29,0.0,False,1,False,136500,49100,2012,False,27044.0,2,25940.83,63582.0,4,N,5273.0,2,3272.29,0.0,0.0,,295.0,,0.0,False,Tropical Storm Debby,30000.0,0.0,120230,,,,,1,79815.0,0.0,R,False,14.0,,,False,FL,Currently Unavailable,34667,12101,12101031807,121010318072,28.4,-82.7,2e52c1df-72e4-4845-a3b5-0d22d7c1f19d
False,2026-01-12T00:00:00.000Z,,1,,1980-04-12T00:00:00.000Z,False,,,,A10,False,3.0,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1979-10-21T00:00:00.000Z,3987.35,100.0,0.0,False,1,False,6100,3200,1980,False,4973.0,0,3987.35,22300.0,4,N,475.0,0,100.0,4000.0,0.0,,34.0,,0.0,False,Flooding,,0.0,280053,,,,,1,0.0,0.0,A,False,-1.0,,,False,MS,Currently Unavailable,39401,28035,28035000500,280350005001,31.3,-89.3,af41a401-4a73-4490-9820-ab9beaee3b88
False,2026-01-12T00:00:00.000Z,,1,,2024-09-26T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,,11,1962-01-01T00:00:00.000Z,2023-09-27T00:00:00.000Z,0.0,0.0,0.0,False,RatingEngine,False,250000,82000,2024,True,0.0,2,0.0,0.0,0,N,0.0,1,0.0,0.0,,FL0124,,,,False,Hurricane Helene,30000.0,0.0,125148,,"ST. PETERSBURG, CITY OF",20,20,1,0.0,0.0,R,False,,,,False,FL,Currently Unavailable,33705,12103,12103020302,121030203022,27.7,-82.6,49015c53-a29c-4f5e-b013-760a792a28b3
False,2026-01-12T00:00:00.000Z,,1,,1980-04-13T00:00:00.000Z,False,,,,,False,3.0,,,1.0,False,10.0,1,1492-10-12T00:00:00.000Z,1979-11-03T00:00:00.000Z,12292.43,6362.22,0.0,False,1,False,20000,10000,1980,False,12493.0,,12292.43,43000.0,4,N,6563.0,,6362.22,15000.0,0.0,,,,0.0,False,,,0.0,010171,,,,,1,0.0,0.0,A,False,1.0,,,False,AL,Currently Unavailable,36571,01097,01097005400,010970054002,30.8,-88.1,2bf1fccc-3e82-4fec-a3e8-2d14393eb548
False,2026-01-12T00:00:00.000Z,0.0,1,,2024-09-26T00:00:00.000Z,False,,7.0,9.0,AE,False,4.0,0.0,0.0,2.0,False,,11,1995-07-07T00:00:00.000Z,2003-06-09T00:00:00.000Z,12097.8,0.0,0.0,True,RatingEngine,False,250000,100000,2024,True,14098.0,2,12097.8,465398.0,4,N,,2,0.0,,,FL0124,,,,False,Hurricane Helene,30000.0,0.0,125126,125126,"LONGBOAT KEY, TOWN OF",97,,1,750853.0,,A,False,3.0,AE,1.0,False,FL,Currently Unavailable,34228,12081,12081001705,120810017053,27.4,-82.7,3cff8666-0441-4723-a50c-be84934eb012
False,2026-01-12T00:00:00.000Z,,1,,1996-09-05T00:00:00.000Z,True,,4.0,14.0,VE,False,,,18.0,1.0,False,10.0,1,1973-10-02T00:00:00.000Z,1984-07-13T00:00:00.000Z,,,,False,A,False,77700,7100,1996,False,,0,0.0,,4,N,,0,0.0,,0.0,,592.0,,0.0,False,Hurricane Fran,15000.0,0.0,375354,,,98,98,1,,,A,False,0.0,,,False,NC,Currently Unavailable,28465,37019,37019020310,370190203101,33.9,-78.1,d39b8173-e506-486c-8ecc-93b89473c755
False,2026-01-12T00:00:00.000Z,,1,,1999-10-15T00:00:00.000Z,False,,1.0,8.0,AHB,False,,,9.4,1.0,False,10.0,1,1992-01-01T00:00:00.000Z,1992-11-21T00:00:00.000Z,,,,True,1,False,110000,11000,1999,True,,0,0.0,,4,N,,0,0.0,,0.0,,631.0,,0.0,False,Hurricane Irene,30000.0,0.0,120635,,,97,97,1,,,A,False,0.0,,,False,FL,Currently Unavailable,33183,12086,12086017100,120860171002,25.7,-80.4,916c6fd2-e851-4276-b6d4-895490546ae2
